Date,Start_station,End_station,Duration,Bike_ID
9/18/2019,McConnell / McConnell,Hyperion / Hollywood,20,553
9/6/2019,Runway / Rowena,Overland / Olympic,9,544
10/18/2019,Inglewood / Hyperion,Inglewood / Hyperion,18,83
9/23/2019,Durango / Charnock,Olympic / McConnell,14,415
10/5/2019,Ardmore / 6th,Overland / McConnell,9,485
10/24/2019,Figueroa / Durango,Hollywood / Fountain,14,528
12/25/2019,Figueroa / Durango,Hollywood / Fountain,14,494
10/23/2019,Hyperion / Hollywood,Rowena / Rose,14,537
9/28/2019,Ardmore / 6th,Berendo / Beatrice,5,462
10/25/2019,Beatrice / Ballona,Charnock / Beatrice,12,548
11/21/2019,Figueroa / Culver,Virgil / Vermont,10,589
10/13/2019,Rowena / Rodney,Venice / Runway,18,184
10/15/2019,Beatrice / Ballona,Culver / Charnock,14,594
9/11/2019,Sepulveda / Runway,Ballona / Ardmore,22,503
11/12/2019,Wilcox / Vista,Ardmore / 6th,15,357
10/12/2019,Overland / McConnell,Ballona / Ardmore,6,477
10/20/2019,Durango / Charnock,Berendo / Beatrice,7,279
10/1/2019,Rowena / Rose,Ballona / Ardmore,14,578
9/23/2019,Durango / Centinela,Culver / Charnock,16,557
10/8/2019,Rowena / Rose,Vermont / Venice,19,634
9/26/2019,Overland / McConnell,Olympic / McConnell,12,316
11/11/2019,Culver / Berendo,Playa / Overland,9,636
11/4/2019,Overland / McConnell,Runway / Rowena,14,347
9/5/2019,Hollywood / Fountain,Figueroa / Durango,10,503
12/25/2019,Hyperion / Hollywood,Culver / Charnock,8,580
12/9/2019,McConnell / McConnell,Overland / McConnell,7,626
10/9/2019,Overland / McConnell,Rose / Rodney,13,578
12/24/2019,Charnock / Beatrice,Beatrice / Ballona,8,390
12/7/2019,Vista / Virgil,Ardmore / 6th,6,355
10/17/2019,Exposition / Culver,Hollywood / Fountain,13,508
11/2/2019,Runway / Rowena,Ballona / Ardmore,11,347
10/14/2019,Culver / Charnock,Durango / Charnock,9,271
10/5/2019,Venice / Sepulveda,Culver / Centinela,14,653
10/27/2019,Culver / Charnock,Berendo / Beatrice,8,460
12/19/2019,Charnock / Beatrice,Rowena / Rose,30,441
11/23/2019,Figueroa / Durango,Wilcox / Vista,10,503
12/5/2019,Fountain / Figueroa,McConnell / McConnell,20,631
9/20/2019,Runway / Rowena,Figueroa / Durango,11,572
9/28/2019,Overland / McConnell,Ballona / Ardmore,7,357
11/14/2019,Playa / Olympic,Vermont / Venice,18,342
11/27/2019,Overland / McConnell,Ballona / Ardmore,6,602
9/15/2019,Overland / McConnell,Sepulveda / Runway,12,400
11/20/2019,Ballona / Ardmore,Playa / Overland,13,281
10/23/2019,Ballona / Ardmore,Playa / Overland,12,482
11/27/2019,Hyperion / Hollywood,Ballona / Ardmore,12,458
12/1/2019,Charnock / Beatrice,Beatrice / 6th,5,617
9/17/2019,Ardmore / 6th,Hollywood / Fountain,13,355
9/19/2019,Wilcox / Vista,Charnock / Beatrice,16,563
10/18/2019,Durango / Charnock,McConnell / Inglewood,14,379
12/27/2019,Figueroa / Durango,Figueroa / Culver,13,472
10/12/2019,Wilcox / Vista,Vista / Virgil,12,552
12/18/2019,Overland / McConnell,Ballona / Ardmore,7,329
11/29/2019,Berendo / Ardmore,Rodney / Playa,5,38
9/2/2019,Ardmore / 6th,Ardmore / 6th,150,589
9/10/2019,Vista / Virgil,Ballona / Ardmore,8,602
10/20/2019,Berendo / Beatrice,Vermont / Venice,11,446
9/3/2019,Overland / Olympic,Overland / Olympic,279,469
12/7/2019,Culver / Berendo,Durango / Charnock,13,521
9/11/2019,Fountain / Figueroa,Vista / Virgil,9,270
11/27/2019,Beatrice / Ardmore,Inglewood / Hollywood,24,154
11/7/2019,Vermont / Venice,Wilcox / Vista,4,560
10/17/2019,Hollywood / Fountain,Ardmore / 6th,12,355
12/26/2019,Ballona / Ardmore,Figueroa / Durango,13,345
9/29/2019,Venice / Runway,Culver / Centinela,14,107
9/24/2019,Playa / Overland,Runway / Rowena,6,447
12/24/2019,Ballona / 6th,Culver / Centinela,7,24
11/11/2019,Wilcox / Vista,Figueroa / Durango,11,560
12/24/2019,Runway / Rowena,Playa / Overland,24,381
12/13/2019,Berendo / Beatrice,Ballona / Ardmore,9,462
11/4/2019,Culver / Centinela,Vista / Vermont,10,24
12/13/2019,Figueroa / Culver,Durango / Charnock,9,580
9/25/2019,Overland / McConnell,Runway / Rowena,19,312
10/30/2019,Hyperion / Hollywood,Figueroa / Culver,5,596
11/17/2019,Vista / Virgil,Vermont / Venice,14,552
9/8/2019,Rodney / Playa,Vermont / Sepulveda,8,101
12/25/2019,Rowena / Rodney,Vermont / Sepulveda,5,683
10/27/2019,Wilcox / Vista,Vermont / Venice,3,566
10/17/2019,Playa / Overland,Wilcox / Vista,21,381
11/2/2019,Durango / Charnock,Charnock / Beatrice,8,522
9/22/2019,Beatrice / Ballona,Beatrice / Ballona,14,348
12/10/2019,Beatrice / Ballona,Beatrice / Ballona,9,265
11/12/2019,McConnell / McConnell,Playa / Olympic,8,542
10/12/2019,Venice / Sepulveda,Rodney / Playa,12,34
11/22/2019,Figueroa / Culver,Durango / Charnock,14,493
9/14/2019,Durango / Centinela,Ardmore / 6th,12,471
11/24/2019,Exposition / Durango,Centinela / Beatrice,15,16
10/9/2019,Durango / Centinela,Berendo / Beatrice,10,314
10/3/2019,Vermont / Venice,Berendo / Beatrice,8,566
11/7/2019,Wilcox / Vista,Figueroa / Durango,8,428
9/29/2019,Runway / Rowena,Overland / Olympic,11,587
11/11/2019,Plaza / Overland,Exposition / Culver,71,284
10/23/2019,Runway / Rowena,Beatrice / Ballona,10,312
11/2/2019,Wilcox / Vista,Wilcox / Vista,6,381
9/11/2019,Culver / Centinela,Charnock / Centinela,14,653
11/14/2019,Ballona / Ardmore,Ballona / Ardmore,30,279
9/3/2019,Durango / Centinela,Vista / Virgil,26,632
10/8/2019,Venice / Runway,Culver / Centinela,6,53
12/9/2019,Virgil / Vermont,Exposition / Culver,15,634
10/19/2019,Virgil / Vermont,Exposition / Culver,16,280
10/5/2019,Playa / Overland,Figueroa / Durango,15,427
9/9/2019,Culver / Centinela,Ballona / 6th,4,53
12/1/2019,Ardmore / 6th,Virgil / Vermont,11,589
10/5/2019,Westlawn / Vista,Durango / Charnock,6,563
10/17/2019,Berendo / Beatrice,Overland / McConnell,6,334
10/8/2019,Figueroa / Culver,Berendo / Beatrice,12,610
9/27/2019,McConnell / McConnell,Overland / Olympic,22,291
9/18/2019,Overland / Olympic,Wilcox / Vista,26,373
10/25/2019,Fountain / Figueroa,Exposition / Culver,14,549
11/26/2019,McConnell / Inglewood,Overland / McConnell,19,277
11/22/2019,Venice / Sepulveda,Rodney / Playa,7,185
9/12/2019,Virgil / Vermont,Overland / Olympic,36,351
11/20/2019,Berendo / Beatrice,Overland / McConnell,7,473
12/4/2019,Ballona / Ardmore,Sepulveda / Runway,6,583
9/27/2019,Ballona / Ardmore,Vista / Virgil,8,323
10/30/2019,Fountain / Figueroa,Durango / Centinela,9,339
12/22/2019,Sepulveda / Runway,Durango / Charnock,5,583
12/25/2019,Virgil / Vermont,Durango / Centinela,17,436
10/13/2019,Runway / Rowena,Overland / McConnell,14,529
12/21/2019,Rowena / Rodney,Culver / Centinela,11,676
11/28/2019,Ballona / Ardmore,Fountain / Durango,9,612
12/9/2019,Exposition / Charnock,Inglewood / Hyperion,6,93
10/4/2019,Vista / Virgil,Playa / Olympic,18,312
9/4/2019,Wilcox / Vista,Playa / Olympic,12,288
12/22/2019,Vermont / Sepulveda,Rowena / Rodney,5,609
11/24/2019,Overland / Olympic,Westlawn / Vista,13,351
12/28/2019,Ballona / Ardmore,Fountain / Figueroa,24,553
11/23/2019,Virgil / Vermont,Virgil / Vermont,2,589
9/24/2019,Virgil / Vermont,Hollywood / Fountain,11,587
10/8/2019,Ardmore / 6th,Overland / McConnell,13,633
10/29/2019,Berendo / Beatrice,Culver / Berendo,16,310
11/24/2019,Charnock / Beatrice,Beatrice / 6th,6,367
10/4/2019,Runway / Rowena,Runway / Rowena,82,316
12/14/2019,Overland / McConnell,Overland / Olympic,23,342
10/4/2019,Fountain / Figueroa,Ballona / Ardmore,17,503
12/12/2019,Beatrice / 6th,Culver / Charnock,6,367
10/9/2019,Charnock / Beatrice,Overland / McConnell,11,522
11/6/2019,Charnock / Beatrice,Beatrice / Ballona,12,278
9/25/2019,Ardmore / 6th,Beatrice / 6th,7,386
9/30/2019,Hollywood / Fountain,Vermont / Venice,17,635
12/27/2019,Beatrice / Ballona,Beatrice / Ballona,12,400
10/23/2019,Vermont / Venice,Exposition / Culver,18,285
9/18/2019,Vermont / Venice,Exposition / Culver,18,427
12/21/2019,Berendo / Ballona,Inglewood / Hollywood,13,138
12/5/2019,Ardmore / 6th,Rowena / Rose,13,618
11/16/2019,Overland / McConnell,Playa / Overland,15,621
12/15/2019,Plaza / Overland,Wilcox / Vista,4,379
10/13/2019,Hollywood / Fountain,Virgil / Vermont,11,587
10/8/2019,Virgil / Vermont,Fountain / Figueroa,7,275
12/24/2019,Durango / Centinela,Runway / Rowena,21,630
9/2/2019,Berendo / Beatrice,Overland / McConnell,9,537
11/9/2019,Hollywood / Fountain,Beatrice / Ballona,12,465
10/29/2019,Playa / Olympic,Durango / Centinela,6,312
9/7/2019,Overland / McConnell,McConnell / McConnell,7,360
12/24/2019,Virgil / Vermont,Ballona / Ardmore,13,441
10/9/2019,Durango / Centinela,Overland / McConnell,5,292
12/18/2019,McConnell / Inglewood,Culver / Berendo,5,576
9/28/2019,Overland / McConnell,Durango / Centinela,6,499
10/19/2019,Durango / Centinela,Fountain / Figueroa,8,520
12/13/2019,Durango / Centinela,McConnell / McConnell,12,387
12/2/2019,McConnell / Inglewood,Inglewood / Hollywood,10,139
9/17/2019,Virgil / Vermont,Playa / Olympic,11,369
12/10/2019,Playa / Olympic,Vermont / Venice,12,288
10/25/2019,Venice / Runway,Rowena / Rodney,21,235
10/3/2019,Overland / McConnell,Durango / Centinela,13,633
9/15/2019,Culver / Berendo,Figueroa / Culver,8,310
9/20/2019,Vista / Vermont,Vista / Vermont,28,679
11/3/2019,Vermont / Venice,Figueroa / Culver,11,288
9/11/2019,Fountain / Figueroa,Fountain / Figueroa,718,416
10/16/2019,Beatrice / 6th,Vista / Virgil,8,355
12/27/2019,Vista / Vermont,Rowena / Rodney,23,672
10/25/2019,Figueroa / Durango,Beatrice / Ballona,12,373
12/9/2019,Inglewood / Hollywood,McConnell / Inglewood,7,119
10/9/2019,Fountain / Figueroa,Overland / McConnell,10,275
9/25/2019,Culver / Berendo,Vermont / Venice,17,467
12/29/2019,Ballona / Ardmore,Vista / Virgil,7,330
12/7/2019,Westlawn / Vista,Overland / McConnell,20,591
9/7/2019,Fountain / Exposition,Runway / Rose,4,213
12/13/2019,Overland / Olympic,Overland / Olympic,4,385
9/19/2019,Berendo / Beatrice,Figueroa / Culver,12,356
10/6/2019,Playa / Olympic,Wilcox / Vista,12,616
12/17/2019,Overland / McConnell,Overland / Olympic,17,574
12/13/2019,Overland / McConnell,Vista / Virgil,11,275
9/28/2019,Culver / Berendo,Berendo / Beatrice,9,576
12/6/2019,Runway / Rowena,Durango / Charnock,12,477
12/28/2019,Culver / Berendo,Overland / Olympic,13,597
11/24/2019,Culver / Berendo,Overland / Olympic,13,276
11/18/2019,Overland / McConnell,Charnock / Beatrice,14,537
10/27/2019,Rowena / Rodney,Vermont / Sepulveda,6,246
9/17/2019,Culver / Berendo,Durango / Centinela,12,549
11/1/2019,Overland / McConnell,Hollywood / Fountain,16,591
11/17/2019,Ballona / Ardmore,Vista / Virgil,8,602
11/25/2019,Playa / Olympic,Berendo / Beatrice,6,585
11/2/2019,Fountain / Figueroa,Wilcox / Vista,7,424
12/24/2019,Overland / McConnell,Beatrice / 6th,13,633
12/9/2019,Wilcox / Vista,Virgil / Vermont,10,379
11/11/2019,Overland / McConnell,Durango / Centinela,9,473
12/2/2019,Charnock / Beatrice,Berendo / Beatrice,16,280
10/10/2019,Ballona / Ardmore,Playa / Overland,13,550
9/7/2019,Wilcox / Vista,Vermont / Venice,4,438
12/13/2019,McConnell / McConnell,Overland / McConnell,28,414
11/14/2019,Durango / Centinela,Durango / Charnock,15,584
12/21/2019,Playa / Olympic,Berendo / Beatrice,6,582
10/10/2019,Exposition / Culver,Fountain / Figueroa,6,367
11/7/2019,Berendo / Beatrice,Hyperion / Hollywood,15,280
10/28/2019,Olympic / McConnell,Runway / Rowena,285,522
12/3/2019,Wilcox / Vista,Ballona / Ardmore,16,402
10/30/2019,Beatrice / 6th,Beatrice / Ballona,6,633
11/10/2019,Overland / McConnell,Sepulveda / Runway,11,483
12/2/2019,Virgil / Vermont,Ardmore / 6th,6,376
10/3/2019,Wilcox / Vista,Durango / Charnock,10,462
9/9/2019,Charnock / Beatrice,Overland / Olympic,12,334
11/28/2019,Sepulveda / Runway,Fountain / Figueroa,13,278
12/22/2019,Rowena / Rose,Charnock / Beatrice,6,618
12/21/2019,Virgil / Vermont,Vista / Virgil,8,260
10/8/2019,Rose / Rodney,Rose / Rodney,13,610
12/17/2019,Hyperion / Hollywood,Durango / Charnock,7,596
11/2/2019,Culver / Berendo,Hollywood / Fountain,5,559
12/18/2019,Hollywood / Fountain,Overland / Olympic,13,494
12/11/2019,Vista / Virgil,Ardmore / 6th,6,260
10/30/2019,Overland / Olympic,Overland / Olympic,59,546
12/17/2019,Centinela / Beatrice,Centinela / Beatrice,11,158
12/30/2019,Hollywood / Fountain,Runway / Rowena,4,559
11/13/2019,Rowena / Rose,Ballona / Ardmore,19,347
12/14/2019,Overland / Olympic,Overland / Olympic,26,597
12/10/2019,Overland / Olympic,Runway / Rowena,113,546
9/22/2019,Hollywood / Fountain,Durango / Charnock,6,319
12/23/2019,Berendo / Beatrice,Vista / Virgil,22,314
9/18/2019,Beatrice / Ballona,Olympic / McConnell,9,611
11/23/2019,Vista / Vermont,Rose / Plaza,22,63
10/4/2019,Ballona / Ardmore,Overland / Olympic,18,275
12/11/2019,Playa / Olympic,Ballona / Ardmore,7,369
10/8/2019,Figueroa / Durango,Ballona / Ardmore,16,482
11/13/2019,Vista / Virgil,Berendo / Beatrice,10,392
12/28/2019,Wilcox / Vista,Durango / Centinela,11,438
12/3/2019,Charnock / Beatrice,Hyperion / Hollywood,11,267
11/5/2019,Ardmore / 6th,Runway / Rowena,12,260
9/18/2019,Ardmore / 6th,Culver / Berendo,14,336
12/8/2019,Vista / Vermont,Rowena / Rodney,26,45
12/12/2019,Hyperion / Hollywood,Playa / Overland,19,600
9/4/2019,Fountain / Figueroa,Hyperion / Hollywood,41,367
12/29/2019,Fountain / Durango,Durango / Charnock,5,266
10/8/2019,Beatrice / 6th,Beatrice / 6th,30,492
10/21/2019,Wilcox / Vista,Figueroa / Durango,8,401
9/13/2019,Playa / Olympic,Beatrice / Ballona,5,371
9/27/2019,Berendo / Ardmore,Sepulveda / Rowena,4,96
11/3/2019,Westlawn / Vista,Charnock / Beatrice,5,271
12/26/2019,Figueroa / Durango,Wilcox / Vista,9,513
12/22/2019,Rowena / Rodney,Vista / Vermont,17,245
10/21/2019,Hyperion / Hollywood,Runway / Rowena,6,280
10/11/2019,Exposition / Culver,Vista / Virgil,7,285
9/11/2019,Hollywood / Fountain,Playa / Overland,10,608
10/3/2019,Wilcox / Vista,Virgil / Vermont,13,513
9/6/2019,Fountain / Figueroa,Plaza / Overland,6,278
9/13/2019,Vista / Virgil,Vermont / Venice,13,516
12/18/2019,Overland / Olympic,Figueroa / Culver,35,469
11/8/2019,Vista / Virgil,Rose / Rodney,14,568
11/20/2019,Vista / Virgil,Charnock / Beatrice,21,466
12/7/2019,Culver / Centinela,Ballona / 6th,7,648
9/21/2019,Exposition / Charnock,Exposition / Charnock,119,162
12/8/2019,Overland / Olympic,Charnock / Beatrice,11,334
9/7/2019,Ballona / Ardmore,Westlawn / Vista,9,351
11/8/2019,Figueroa / Durango,Exposition / Culver,37,384
11/6/2019,Ballona / Ardmore,Vista / Virgil,6,355
9/13/2019,Hyperion / Hollywood,Plaza / Overland,29,259
11/1/2019,Playa / Overland,Overland / Olympic,7,550
12/5/2019,Overland / McConnell,Vermont / Venice,13,613
12/8/2019,Figueroa / Durango,Ballona / Ardmore,14,417
11/5/2019,Ballona / Ardmore,Charnock / Beatrice,18,598
9/15/2019,Plaza / Overland,Plaza / Overland,6,554
10/29/2019,Ballona / 6th,Vista / Vermont,5,24
9/7/2019,Playa / Olympic,Durango / Centinela,6,584
9/20/2019,Ballona / Ardmore,Overland / McConnell,5,355
10/10/2019,Ardmore / 6th,Durango / Charnock,6,628
12/1/2019,Figueroa / Culver,Runway / Rowena,8,367
10/30/2019,Overland / Olympic,Beatrice / Ballona,21,537
10/16/2019,Wilcox / Vista,Durango / Centinela,10,333
9/18/2019,Fountain / Durango,Charnock / Beatrice,16,337
10/12/2019,Charnock / Beatrice,Overland / McConnell,12,265
12/1/2019,Westlawn / Vista,Rowena / Rose,9,563
9/14/2019,Vermont / Venice,Vista / Virgil,12,516
10/3/2019,Vista / Virgil,Ardmore / 6th,5,369
9/16/2019,Fountain / Figueroa,Virgil / Vermont,36,379
11/15/2019,Culver / Berendo,Ardmore / 6th,11,612
11/18/2019,Playa / Overland,Ballona / Ardmore,14,381
9/24/2019,Figueroa / Durango,Rowena / Rose,15,278
10/22/2019,Wilcox / Vista,Runway / Rowena,16,424
9/14/2019,Culver / Charnock,Overland / McConnell,14,629
12/24/2019,Durango / Centinela,Overland / McConnell,8,601
12/9/2019,Hyperion / Hollywood,Exposition / Culver,15,546
10/9/2019,Ardmore / 6th,Virgil / Vermont,11,358
9/10/2019,McConnell / Inglewood,Overland / McConnell,19,290
10/27/2019,McConnell / McConnell,Berendo / Beatrice,13,615
12/29/2019,Exposition / Culver,Exposition / Culver,4,405
11/5/2019,Ardmore / 6th,Beatrice / 6th,5,492
12/3/2019,Exposition / Culver,Exposition / Culver,3,405
10/5/2019,Vermont / Venice,Playa / Olympic,11,489
11/27/2019,Charnock / Beatrice,Playa / Olympic,14,337
11/15/2019,Westlawn / Vista,Rowena / Rose,12,571
10/19/2019,Olympic / McConnell,Fountain / Durango,10,626
9/23/2019,Beatrice / 6th,Beatrice / 6th,33,590
9/3/2019,Berendo / Beatrice,Overland / McConnell,6,530
9/14/2019,Playa / Overland,Playa / Olympic,20,636
12/4/2019,Figueroa / Durango,Plaza / Overland,11,478
10/9/2019,Overland / McConnell,Beatrice / 6th,17,360
12/26/2019,Playa / Overland,Beatrice / Ballona,16,368
11/2/2019,Hyperion / Hollywood,Rowena / Rose,10,566
9/4/2019,Culver / Charnock,Olympic / McConnell,7,353
10/24/2019,Overland / McConnell,Vermont / Venice,13,588
12/16/2019,Ballona / Ardmore,Playa / Olympic,6,537
12/1/2019,Virgil / Vermont,Durango / Centinela,14,557
9/5/2019,Playa / Overland,Ballona / Ardmore,12,500
10/30/2019,Culver / Berendo,Playa / Olympic,12,513
11/19/2019,Beatrice / Ballona,Olympic / McConnell,6,580
12/4/2019,Charnock / Beatrice,McConnell / McConnell,7,446
10/3/2019,Hollywood / Fountain,Rose / Rodney,21,634
10/15/2019,Rowena / Rose,Vista / Virgil,17,548
11/6/2019,Overland / McConnell,Durango / Centinela,5,466
11/6/2019,Ballona / Ardmore,Virgil / Vermont,11,328
9/19/2019,Ballona / Ardmore,Virgil / Vermont,11,414
9/20/2019,Westlawn / Vista,Vista / Virgil,3,543
10/7/2019,Sepulveda / Runway,Playa / Overland,21,610
12/6/2019,Berendo / Ardmore,Rowena / Rodney,13,672
9/4/2019,Berendo / Beatrice,Figueroa / Durango,8,502
9/2/2019,Virgil / Vermont,Runway / Rowena,6,338
12/5/2019,Ballona / Ardmore,Vista / Virgil,10,503
10/24/2019,Culver / Charnock,Fountain / Durango,8,486
12/11/2019,Virgil / Vermont,Figueroa / Culver,24,379
12/2/2019,Rowena / Rose,Wilcox / Vista,21,497
11/26/2019,Westlawn / Vista,Fountain / Figueroa,12,271
11/22/2019,Figueroa / Durango,Playa / Olympic,25,512
12/28/2019,Runway / Rowena,Figueroa / Durango,20,559
12/11/2019,Vista / Virgil,Playa / Olympic,12,316
10/4/2019,Figueroa / Culver,Ardmore / 6th,9,368
10/24/2019,Beatrice / Ballona,Fountain / Durango,15,544
11/28/2019,Beatrice / Ballona,Fountain / Durango,10,600
12/6/2019,Virgil / Vermont,Berendo / Beatrice,6,550
11/23/2019,Olympic / McConnell,Playa / Overland,14,584
12/9/2019,Venice / Runway,Venice / Sepulveda,12,96
10/24/2019,Beatrice / Ballona,Runway / Rowena,14,400
12/3/2019,Overland / McConnell,Beatrice / 6th,12,342
9/23/2019,Plaza / Overland,Beatrice / 6th,19,549
9/12/2019,Hollywood / Fountain,Rowena / Rose,6,508
10/4/2019,McConnell / McConnell,Beatrice / 6th,4,387
12/11/2019,Overland / McConnell,Vista / Virgil,17,291
12/18/2019,Charnock / Beatrice,McConnell / McConnell,7,598
11/29/2019,Rowena / Rose,Overland / McConnell,15,632
10/16/2019,Beatrice / 6th,Berendo / Beatrice,10,342
11/28/2019,Beatrice / 6th,Vista / Virgil,10,292
11/4/2019,Culver / Berendo,Virgil / Vermont,7,628
10/9/2019,Figueroa / Durango,Overland / McConnell,22,485
11/21/2019,Fountain / Exposition,Runway / Rose,4,194
12/3/2019,McConnell / McConnell,Playa / Olympic,8,614
10/7/2019,Figueroa / Durango,Overland / McConnell,9,318
12/27/2019,Rowena / Rose,Beatrice / 6th,11,507
10/22/2019,Sepulveda / Runway,Ballona / Ardmore,7,388
9/30/2019,Rowena / Rodney,Culver / Centinela,11,45
11/7/2019,Rowena / Rodney,Sepulveda / Rowena,6,70
9/5/2019,Vista / Virgil,Ardmore / 6th,5,398
11/23/2019,Rowena / Rodney,Vermont / Sepulveda,7,235
12/11/2019,Vermont / Venice,Sepulveda / Runway,11,490
10/4/2019,Hollywood / Fountain,Beatrice / 6th,8,508
11/6/2019,Overland / McConnell,Durango / Charnock,21,318
11/2/2019,Culver / Berendo,Beatrice / Ballona,8,376
12/13/2019,Exposition / Culver,Sepulveda / Runway,8,613
9/11/2019,Fountain / Figueroa,Overland / McConnell,11,369
11/7/2019,Culver / Centinela,Berendo / Ardmore,5,45
9/23/2019,Rowena / Rose,Hollywood / Fountain,10,395
10/29/2019,Durango / Charnock,Berendo / Beatrice,8,617
10/23/2019,Rose / Rodney,Fountain / Figueroa,5,634
9/2/2019,Virgil / Vermont,Fountain / Figueroa,6,605
12/16/2019,Culver / Berendo,Vermont / Venice,19,266
12/29/2019,Hollywood / Fountain,Virgil / Vermont,9,562
12/25/2019,Rowena / Rodney,Vermont / Sepulveda,5,246
9/22/2019,Hyperion / Hollywood,Ballona / Ardmore,10,600
