Date,Factory,Market,Units
3/2/2012,Dallas,Spain,206
3/2/2012,Dallas,Taiwan,276
3/2/2012,Dallas,Turkey,210
3/2/2012,Dallas,United Kingdom,59
3/2/2012,Denver,Australia,199
3/2/2012,Denver,Brazil,147
3/2/2012,Denver,Canada,33
3/2/2012,Denver,China,167
3/2/2012,Denver,France,111
3/2/2012,Denver,Germany,121
3/2/2012,Denver,India,87
3/2/2012,Denver,Indonesia,180
3/2/2012,Denver,Iran,71
3/2/2012,Denver,Italy,265
3/2/2012,Denver,Japan,37
3/2/2012,Denver,Mexico,238
3/2/2012,Denver,Netherlands,183
3/2/2012,Denver,Poland,247
3/2/2012,Denver,Russia,27
3/2/2012,Denver,South Korea,265
3/2/2012,Denver,Spain,181
3/2/2012,Denver,Taiwan,124
3/2/2012,Denver,Turkey,57
3/2/2012,Denver,United Kingdom,201
3/2/2012,Detroit,Australia,38
3/2/2012,Detroit,Brazil,182
3/2/2012,Detroit,Canada,139
3/2/2012,Detroit,China,152
3/2/2012,Detroit,France,157
3/2/2012,Detroit,Germany,124
3/2/2012,Detroit,India,134
3/2/2012,Detroit,Indonesia,248
3/2/2012,Detroit,Iran,184
3/2/2012,Detroit,Italy,245
3/2/2012,Detroit,Japan,290
3/2/2012,Detroit,Mexico,228
3/2/2012,Detroit,Netherlands,221
3/2/2012,Detroit,Poland,264
3/2/2012,Detroit,Russia,57
3/2/2012,Detroit,South Korea,240
3/2/2012,Detroit,Spain,61
3/2/2012,Detroit,Taiwan,292
3/2/2012,Detroit,Turkey,193
3/2/2012,Detroit,United Kingdom,167
3/2/2012,El Paso,Australia,185
3/2/2012,El Paso,Brazil,182
3/2/2012,El Paso,Canada,154
3/2/2012,El Paso,China,118
3/2/2012,El Paso,France,238
3/2/2012,El Paso,Germany,105
3/2/2012,El Paso,India,263
3/2/2012,El Paso,Indonesia,80
3/2/2012,El Paso,Iran,157
3/2/2012,El Paso,Italy,127
3/2/2012,El Paso,Japan,249
3/2/2012,El Paso,Mexico,242
3/2/2012,El Paso,Netherlands,250
3/2/2012,El Paso,Poland,232
3/2/2012,El Paso,Russia,27
3/2/2012,El Paso,South Korea,244
3/2/2012,El Paso,Spain,62
3/2/2012,El Paso,Taiwan,136
3/2/2012,El Paso,Turkey,234
3/2/2012,El Paso,United Kingdom,282
3/2/2012,Fort Worth,Australia,159
3/2/2012,Fort Worth,Brazil,130
3/2/2012,Fort Worth,Canada,70
3/2/2012,Fort Worth,China,152
3/2/2012,Fort Worth,France,283
3/2/2012,Fort Worth,Germany,137
3/2/2012,Fort Worth,India,270
3/2/2012,Fort Worth,Indonesia,64
3/2/2012,Fort Worth,Iran,170
3/2/2012,Fort Worth,Italy,132
3/2/2012,Fort Worth,Japan,230
3/2/2012,Fort Worth,Mexico,159
3/2/2012,Fort Worth,Netherlands,121
3/2/2012,Fort Worth,Poland,150
3/2/2012,Fort Worth,Russia,288
3/2/2012,Fort Worth,South Korea,34
3/2/2012,Fort Worth,Spain,244
3/2/2012,Fort Worth,Taiwan,44
3/2/2012,Fort Worth,Turkey,287
3/2/2012,Fort Worth,United Kingdom,229
3/2/2012,Houston,Australia,232
3/2/2012,Houston,Brazil,272
3/2/2012,Houston,Canada,70
3/2/2012,Houston,China,93
3/2/2012,Houston,France,194
3/2/2012,Houston,Germany,92
3/2/2012,Houston,India,126
3/2/2012,Houston,Indonesia,130
3/2/2012,Houston,Iran,192
3/2/2012,Houston,Italy,129
3/2/2012,Houston,Japan,45
3/2/2012,Houston,Mexico,51
3/2/2012,Houston,Netherlands,137
3/2/2012,Houston,Poland,39
3/2/2012,Houston,Russia,186
3/2/2012,Houston,South Korea,251
3/2/2012,Houston,Spain,42
3/2/2012,Houston,Taiwan,248
3/2/2012,Houston,Turkey,98
3/2/2012,Houston,United Kingdom,257
3/2/2012,Indianapolis,Australia,214
3/2/2012,Indianapolis,Brazil,251
3/2/2012,Indianapolis,Canada,268
3/2/2012,Indianapolis,China,111
3/2/2012,Indianapolis,France,232
3/2/2012,Indianapolis,Germany,248
3/2/2012,Indianapolis,India,121
3/2/2012,Indianapolis,Indonesia,277
3/2/2012,Indianapolis,Iran,113
3/2/2012,Indianapolis,Italy,202
3/2/2012,Indianapolis,Japan,142
3/2/2012,Indianapolis,Mexico,158
3/2/2012,Indianapolis,Netherlands,144
3/2/2012,Indianapolis,Poland,228
3/2/2012,Indianapolis,Russia,60
3/2/2012,Indianapolis,South Korea,88
3/2/2012,Indianapolis,Spain,80
3/2/2012,Indianapolis,Taiwan,204
3/2/2012,Indianapolis,Turkey,24
3/2/2012,Indianapolis,United Kingdom,109
3/2/2012,Jacksonville,Australia,106
3/2/2012,Jacksonville,Brazil,20
3/2/2012,Jacksonville,Canada,207
3/2/2012,Jacksonville,China,150
3/2/2012,Jacksonville,France,231
3/2/2012,Jacksonville,Germany,112
3/2/2012,Jacksonville,India,146
3/2/2012,Jacksonville,Indonesia,47
3/2/2012,Jacksonville,Iran,208
3/2/2012,Jacksonville,Italy,290
3/2/2012,Jacksonville,Japan,48
3/2/2012,Jacksonville,Mexico,278
3/2/2012,Jacksonville,Netherlands,37
3/2/2012,Jacksonville,Poland,102
3/2/2012,Jacksonville,Russia,234
3/2/2012,Jacksonville,South Korea,125
3/2/2012,Jacksonville,Spain,224
3/2/2012,Jacksonville,Taiwan,20
3/2/2012,Jacksonville,Turkey,49
3/2/2012,Jacksonville,United Kingdom,142
3/2/2012,Las Vegas,Australia,293
3/2/2012,Las Vegas,Brazil,150
3/2/2012,Las Vegas,Canada,122
3/2/2012,Las Vegas,China,68
3/2/2012,Las Vegas,France,265
3/2/2012,Las Vegas,Germany,241
3/2/2012,Las Vegas,India,195
3/2/2012,Las Vegas,Indonesia,158
3/2/2012,Las Vegas,Iran,22
3/2/2012,Las Vegas,Italy,206
3/2/2012,Las Vegas,Japan,269
3/2/2012,Las Vegas,Mexico,52
3/2/2012,Las Vegas,Netherlands,271
3/2/2012,Las Vegas,Poland,32
3/2/2012,Las Vegas,Russia,296
3/2/2012,Las Vegas,South Korea,29
3/2/2012,Las Vegas,Spain,243
3/2/2012,Las Vegas,Taiwan,26
3/2/2012,Las Vegas,Turkey,241
3/2/2012,Las Vegas,United Kingdom,294
3/2/2012,Los Angeles,Australia,170
3/2/2012,Los Angeles,Brazil,150
3/2/2012,Los Angeles,Canada,213
3/2/2012,Los Angeles,China,298
3/2/2012,Los Angeles,France,22
3/2/2012,Los Angeles,Germany,161
3/2/2012,Los Angeles,India,29
3/2/2012,Los Angeles,Indonesia,106
3/2/2012,Los Angeles,Iran,35
3/2/2012,Los Angeles,Italy,201
3/2/2012,Los Angeles,Japan,137
3/2/2012,Los Angeles,Mexico,30
3/2/2012,Los Angeles,Netherlands,119
3/2/2012,Los Angeles,Poland,21
3/2/2012,Los Angeles,Russia,76
3/2/2012,Los Angeles,South Korea,196
3/2/2012,Los Angeles,Spain,62
3/2/2012,Los Angeles,Taiwan,187
3/2/2012,Los Angeles,Turkey,44
3/2/2012,Los Angeles,United Kingdom,143
3/2/2012,Louisville-Jefferson County,Australia,93
3/2/2012,Louisville-Jefferson County,Brazil,30
3/2/2012,Louisville-Jefferson County,Canada,136
3/2/2012,Louisville-Jefferson County,China,232
3/2/2012,Louisville-Jefferson County,France,266
3/2/2012,Louisville-Jefferson County,Germany,208
3/2/2012,Louisville-Jefferson County,India,297
3/2/2012,Louisville-Jefferson County,Indonesia,28
3/2/2012,Louisville-Jefferson County,Iran,95
3/2/2012,Louisville-Jefferson County,Italy,291
3/2/2012,Louisville-Jefferson County,Japan,95
3/2/2012,Louisville-Jefferson County,Mexico,142
3/2/2012,Louisville-Jefferson County,Netherlands,131
3/2/2012,Louisville-Jefferson County,Poland,171
3/2/2012,Louisville-Jefferson County,Russia,182
3/2/2012,Louisville-Jefferson County,South Korea,169
3/2/2012,Louisville-Jefferson County,Spain,59
3/2/2012,Louisville-Jefferson County,Taiwan,91
3/2/2012,Louisville-Jefferson County,Turkey,181
3/2/2012,Louisville-Jefferson County,United Kingdom,258
3/2/2012,Memphis,Australia,298
3/2/2012,Memphis,Brazil,41
3/2/2012,Memphis,Canada,100
3/2/2012,Memphis,China,257
3/2/2012,Memphis,France,243
3/2/2012,Memphis,Germany,99
3/2/2012,Memphis,India,242
3/2/2012,Memphis,Indonesia,291
3/2/2012,Memphis,Iran,52
3/2/2012,Memphis,Italy,246
3/2/2012,Memphis,Japan,105
3/2/2012,Memphis,Mexico,128
3/2/2012,Memphis,Netherlands,285
3/2/2012,Memphis,Poland,130
3/2/2012,Memphis,Russia,248
3/2/2012,Memphis,South Korea,283
3/2/2012,Memphis,Spain,66
3/2/2012,Memphis,Taiwan,139
3/2/2012,Memphis,Turkey,55
3/2/2012,Memphis,United Kingdom,226
3/2/2012,Milwaukee,Australia,188
3/2/2012,Milwaukee,Brazil,189
3/2/2012,Milwaukee,Canada,46
3/2/2012,Milwaukee,China,128
3/2/2012,Milwaukee,France,20
3/2/2012,Milwaukee,Germany,88
3/2/2012,Milwaukee,India,74
3/2/2012,Milwaukee,Indonesia,23
3/2/2012,Milwaukee,Iran,71
3/2/2012,Milwaukee,Italy,182
3/2/2012,Milwaukee,Japan,59
3/2/2012,Milwaukee,Mexico,78
3/2/2012,Milwaukee,Netherlands,289
3/2/2012,Milwaukee,Poland,283
3/2/2012,Milwaukee,Russia,76
3/2/2012,Milwaukee,South Korea,238
3/2/2012,Milwaukee,Spain,77
3/2/2012,Milwaukee,Taiwan,140
3/2/2012,Milwaukee,Turkey,93
3/2/2012,Milwaukee,United Kingdom,115
3/2/2012,Nashville-Davidson,Australia,165
3/2/2012,Nashville-Davidson,Brazil,142
3/2/2012,Nashville-Davidson,Canada,300
3/2/2012,Nashville-Davidson,China,22
3/2/2012,Nashville-Davidson,France,238
3/2/2012,Nashville-Davidson,Germany,79
3/2/2012,Nashville-Davidson,India,160
3/2/2012,Nashville-Davidson,Indonesia,74
3/2/2012,Nashville-Davidson,Iran,198
3/2/2012,Nashville-Davidson,Italy,94
3/2/2012,Nashville-Davidson,Japan,84
3/2/2012,Nashville-Davidson,Mexico,300
3/2/2012,Nashville-Davidson,Netherlands,69
3/2/2012,Nashville-Davidson,Poland,264
3/2/2012,Nashville-Davidson,Russia,241
3/2/2012,Nashville-Davidson,South Korea,82
3/2/2012,Nashville-Davidson,Spain,270
3/2/2012,Nashville-Davidson,Taiwan,130
3/2/2012,Nashville-Davidson,Turkey,260
3/2/2012,Nashville-Davidson,United Kingdom,45
3/2/2012,New York,Australia,85
3/2/2012,New York,Brazil,98
3/2/2012,New York,Canada,202
3/2/2012,New York,China,165
3/2/2012,New York,France,110
3/2/2012,New York,Germany,187
3/2/2012,New York,India,194
3/2/2012,New York,Indonesia,146
3/2/2012,New York,Iran,243
3/2/2012,New York,Italy,73
3/2/2012,New York,Japan,236
3/2/2012,New York,Mexico,265
3/2/2012,New York,Netherlands,267
3/2/2012,New York,Poland,242
3/2/2012,New York,Russia,258
3/2/2012,New York,South Korea,107
3/2/2012,New York,Spain,271
3/2/2012,New York,Taiwan,156
3/2/2012,New York,Turkey,20
3/2/2012,New York,United Kingdom,161
3/2/2012,Philadelphia,Australia,266
3/2/2012,Philadelphia,Brazil,67
3/2/2012,Philadelphia,Canada,93
3/2/2012,Philadelphia,China,84
3/2/2012,Philadelphia,France,212
3/2/2012,Philadelphia,Germany,157
3/2/2012,Philadelphia,India,144
3/2/2012,Philadelphia,Indonesia,272
3/2/2012,Philadelphia,Iran,170
3/2/2012,Philadelphia,Italy,191
3/2/2012,Philadelphia,Japan,258
3/2/2012,Philadelphia,Mexico,37
3/2/2012,Philadelphia,Netherlands,165
3/2/2012,Philadelphia,Poland,75
3/2/2012,Philadelphia,Russia,72
3/2/2012,Philadelphia,South Korea,73
3/2/2012,Philadelphia,Spain,144
3/2/2012,Philadelphia,Taiwan,38
3/2/2012,Philadelphia,Turkey,186
3/2/2012,Philadelphia,United Kingdom,54
3/2/2012,Phoenix,Australia,184
3/2/2012,Phoenix,Brazil,152
3/2/2012,Phoenix,Canada,70
3/2/2012,Phoenix,China,31
3/2/2012,Phoenix,France,229
3/2/2012,Phoenix,Germany,273
3/2/2012,Phoenix,India,86
3/2/2012,Phoenix,Indonesia,278
3/2/2012,Phoenix,Iran,49
3/2/2012,Phoenix,Italy,161
3/2/2012,Phoenix,Japan,77
3/2/2012,Phoenix,Mexico,74
3/2/2012,Phoenix,Netherlands,165
3/2/2012,Phoenix,Poland,68
3/2/2012,Phoenix,Russia,298
3/2/2012,Phoenix,South Korea,245
3/2/2012,Phoenix,Spain,40
3/2/2012,Phoenix,Taiwan,275
3/2/2012,Phoenix,Turkey,44
3/2/2012,Phoenix,United Kingdom,159
3/2/2012,Portland,Australia,79
3/2/2012,Portland,Brazil,268
3/2/2012,Portland,Canada,183
3/2/2012,Portland,China,97
3/2/2012,Portland,France,181
3/2/2012,Portland,Germany,89
3/2/2012,Portland,India,142
3/2/2012,Portland,Indonesia,243
3/2/2012,Portland,Iran,123
3/2/2012,Portland,Italy,239
3/2/2012,Portland,Japan,123
3/2/2012,Portland,Mexico,197
3/2/2012,Portland,Netherlands,214
3/2/2012,Portland,Poland,274
3/2/2012,Portland,Russia,161
3/2/2012,Portland,South Korea,178
3/2/2012,Portland,Spain,188
3/2/2012,Portland,Taiwan,70
3/2/2012,Portland,Turkey,76
3/2/2012,Portland,United Kingdom,90
3/2/2012,San Antonio,Australia,169
3/2/2012,San Antonio,Brazil,290
3/2/2012,San Antonio,Canada,134
3/2/2012,San Antonio,China,34
3/2/2012,San Antonio,France,152
3/2/2012,San Antonio,Germany,190
3/2/2012,San Antonio,India,145
3/2/2012,San Antonio,Indonesia,123
3/2/2012,San Antonio,Iran,259
3/2/2012,San Antonio,Italy,113
3/2/2012,San Antonio,Japan,56
3/2/2012,San Antonio,Mexico,192
3/2/2012,San Antonio,Netherlands,172
3/2/2012,San Antonio,Poland,144
3/2/2012,San Antonio,Russia,139
3/2/2012,San Antonio,South Korea,262
3/2/2012,San Antonio,Spain,53
3/2/2012,San Antonio,Taiwan,119
3/2/2012,San Antonio,Turkey,159
3/2/2012,San Antonio,United Kingdom,158
3/2/2012,San Diego,Australia,93
3/2/2012,San Diego,Brazil,102
3/2/2012,San Diego,Canada,119
3/2/2012,San Diego,China,107
3/2/2012,San Diego,France,125
3/2/2012,San Diego,Germany,228
3/2/2012,San Diego,India,27
3/2/2012,San Diego,Indonesia,189
3/2/2012,San Diego,Iran,251
3/2/2012,San Diego,Italy,195
3/2/2012,San Diego,Japan,136
3/2/2012,San Diego,Mexico,145
3/2/2012,San Diego,Netherlands,35
3/2/2012,San Diego,Poland,130
3/2/2012,San Diego,Russia,85
3/2/2012,San Diego,South Korea,91
3/2/2012,San Diego,Spain,204
3/2/2012,San Diego,Taiwan,261
3/2/2012,San Diego,Turkey,49
3/2/2012,San Diego,United Kingdom,203
3/2/2012,San Francisco,Australia,154
3/2/2012,San Francisco,Brazil,280
3/2/2012,San Francisco,Canada,155
3/2/2012,San Francisco,China,25
3/2/2012,San Francisco,France,80
3/2/2012,San Francisco,Germany,270
3/2/2012,San Francisco,India,32
3/2/2012,San Francisco,Indonesia,26
3/2/2012,San Francisco,Iran,243
3/2/2012,San Francisco,Italy,54
3/2/2012,San Francisco,Japan,277
3/2/2012,San Francisco,Mexico,237
3/2/2012,San Francisco,Netherlands,101
3/2/2012,San Francisco,Poland,273
3/2/2012,San Francisco,Russia,56
3/2/2012,San Francisco,South Korea,129
3/2/2012,San Francisco,Spain,237
3/2/2012,San Francisco,Taiwan,171
3/2/2012,San Francisco,Turkey,117
3/2/2012,San Francisco,United Kingdom,74
3/2/2012,San Jose,Australia,204
3/2/2012,San Jose,Brazil,255
3/2/2012,San Jose,Canada,34
3/2/2012,San Jose,China,43
3/2/2012,San Jose,France,39
3/2/2012,San Jose,Germany,256
3/2/2012,San Jose,India,285
3/2/2012,San Jose,Indonesia,56
3/2/2012,San Jose,Iran,281
3/2/2012,San Jose,Italy,244
3/2/2012,San Jose,Japan,224
3/2/2012,San Jose,Mexico,264
3/2/2012,San Jose,Netherlands,147
3/2/2012,San Jose,Poland,240
3/2/2012,San Jose,Russia,258
3/2/2012,San Jose,South Korea,227
3/2/2012,San Jose,Spain,208
3/2/2012,San Jose,Taiwan,254
3/2/2012,San Jose,Turkey,163
3/2/2012,San Jose,United Kingdom,24
3/2/2012,Seattle,Australia,145
3/2/2012,Seattle,Brazil,59
3/2/2012,Seattle,Canada,267
3/2/2012,Seattle,China,190
3/2/2012,Seattle,France,106
3/2/2012,Seattle,Germany,180
3/2/2012,Seattle,India,275
3/2/2012,Seattle,Indonesia,165
3/2/2012,Seattle,Iran,262
3/2/2012,Seattle,Italy,67
3/2/2012,Seattle,Japan,245
3/2/2012,Seattle,Mexico,101
3/2/2012,Seattle,Netherlands,278
3/2/2012,Seattle,Poland,145
3/2/2012,Seattle,Russia,53
3/2/2012,Seattle,South Korea,85
3/2/2012,Seattle,Spain,89
3/2/2012,Seattle,Taiwan,85
3/2/2012,Seattle,Turkey,269
3/2/2012,Seattle,United Kingdom,138
3/2/2012,Washington,Australia,46
3/2/2012,Washington,Brazil,67
3/2/2012,Washington,Canada,51
3/2/2012,Washington,China,237
3/2/2012,Washington,France,196
3/2/2012,Washington,Germany,155
3/2/2012,Washington,India,239
3/2/2012,Washington,Indonesia,181
3/2/2012,Washington,Iran,272
3/2/2012,Washington,Italy,226
3/2/2012,Washington,Japan,105
3/2/2012,Washington,Mexico,46
3/2/2012,Washington,Netherlands,29
3/2/2012,Washington,Poland,62
3/2/2012,Washington,Russia,252
3/2/2012,Washington,South Korea,263
3/2/2012,Washington,Spain,95
3/2/2012,Washington,Taiwan,220
3/2/2012,Washington,Turkey,21
3/2/2012,Washington,United Kingdom,265
3/3/2012,Austin,Australia,158
3/3/2012,Austin,Brazil,26
3/3/2012,Austin,Canada,84
3/3/2012,Austin,China,36
3/3/2012,Austin,France,26
3/3/2012,Austin,Germany,49
3/3/2012,Austin,India,102
3/3/2012,Austin,Indonesia,33
3/3/2012,Austin,Iran,64
3/3/2012,Austin,Italy,282
3/3/2012,Austin,Japan,242
3/3/2012,Austin,Mexico,34
3/3/2012,Austin,Netherlands,150
3/3/2012,Austin,Poland,141
3/3/2012,Austin,Russia,254
3/3/2012,Austin,South Korea,141
3/3/2012,Austin,Spain,158
3/3/2012,Austin,Taiwan,52
3/3/2012,Austin,Turkey,162
3/3/2012,Austin,United Kingdom,122
3/3/2012,Baltimore,Australia,294
3/3/2012,Baltimore,Brazil,287
3/3/2012,Baltimore,Canada,117
3/3/2012,Baltimore,China,53
3/3/2012,Baltimore,France,144
3/3/2012,Baltimore,Germany,54
3/3/2012,Baltimore,India,184
3/3/2012,Baltimore,Indonesia,194
3/3/2012,Baltimore,Iran,189
3/3/2012,Baltimore,Italy,296
3/3/2012,Baltimore,Japan,23
3/3/2012,Baltimore,Mexico,222
3/3/2012,Baltimore,Netherlands,234
3/3/2012,Baltimore,Poland,162
3/3/2012,Baltimore,Russia,252
3/3/2012,Baltimore,South Korea,290
3/3/2012,Baltimore,Spain,168
3/3/2012,Baltimore,Taiwan,46
3/3/2012,Baltimore,Turkey,211
3/3/2012,Baltimore,United Kingdom,64
3/3/2012,Boston,Australia,56
3/3/2012,Boston,Brazil,247
3/3/2012,Boston,Canada,195
3/3/2012,Boston,China,62
3/3/2012,Boston,France,35
3/3/2012,Boston,Germany,238
3/3/2012,Boston,India,207
3/3/2012,Boston,Indonesia,160
3/3/2012,Boston,Iran,139
3/3/2012,Boston,Italy,61
3/3/2012,Boston,Japan,65
3/3/2012,Boston,Mexico,227
3/3/2012,Boston,Netherlands,131
3/3/2012,Boston,Poland,127
3/3/2012,Boston,Russia,194
3/3/2012,Boston,South Korea,148
3/3/2012,Boston,Spain,218
3/3/2012,Boston,Taiwan,70
3/3/2012,Boston,Turkey,23
3/3/2012,Boston,United Kingdom,196
3/3/2012,Charlotte,Australia,143
3/3/2012,Charlotte,Brazil,29
3/3/2012,Charlotte,Canada,269
3/3/2012,Charlotte,China,250
3/3/2012,Charlotte,France,191
3/3/2012,Charlotte,Germany,131
3/3/2012,Charlotte,India,20
3/3/2012,Charlotte,Indonesia,231
3/3/2012,Charlotte,Iran,59
3/3/2012,Charlotte,Italy,300
3/3/2012,Charlotte,Japan,76
3/3/2012,Charlotte,Mexico,296
3/3/2012,Charlotte,Netherlands,133
3/3/2012,Charlotte,Poland,174
3/3/2012,Charlotte,Russia,261
3/3/2012,Charlotte,South Korea,262
3/3/2012,Charlotte,Spain,147
3/3/2012,Charlotte,Taiwan,172
3/3/2012,Charlotte,Turkey,85
3/3/2012,Charlotte,United Kingdom,89
3/3/2012,Chicago,Australia,228
3/3/2012,Chicago,Brazil,29
3/3/2012,Chicago,Canada,233
3/3/2012,Chicago,China,272
3/3/2012,Chicago,France,70
3/3/2012,Chicago,Germany,244
3/3/2012,Chicago,India,49
3/3/2012,Chicago,Indonesia,296
3/3/2012,Chicago,Iran,128
3/3/2012,Chicago,Italy,53
3/3/2012,Chicago,Japan,207
3/3/2012,Chicago,Mexico,121
3/3/2012,Chicago,Netherlands,94
3/3/2012,Chicago,Poland,212
3/3/2012,Chicago,Russia,79
3/3/2012,Chicago,South Korea,137
3/3/2012,Chicago,Spain,71
3/3/2012,Chicago,Taiwan,54
3/3/2012,Chicago,Turkey,53
3/3/2012,Chicago,United Kingdom,87
3/3/2012,Columbus,Australia,142
3/3/2012,Columbus,Brazil,33
3/3/2012,Columbus,Canada,170
3/3/2012,Columbus,China,237
3/3/2012,Columbus,France,76
3/3/2012,Columbus,Germany,103
3/3/2012,Columbus,India,161
3/3/2012,Columbus,Indonesia,175
3/3/2012,Columbus,Iran,64
3/3/2012,Columbus,Italy,30
3/3/2012,Columbus,Japan,108
3/3/2012,Columbus,Mexico,241
3/3/2012,Columbus,Netherlands,297
3/3/2012,Columbus,Poland,133
3/3/2012,Columbus,Russia,274
3/3/2012,Columbus,South Korea,214
3/3/2012,Columbus,Spain,201
3/3/2012,Columbus,Taiwan,109
3/3/2012,Columbus,Turkey,149
3/3/2012,Columbus,United Kingdom,271
3/3/2012,Dallas,Australia,187
3/3/2012,Dallas,Brazil,190
3/3/2012,Dallas,Canada,114
3/3/2012,Dallas,China,214
3/3/2012,Dallas,France,200
3/3/2012,Dallas,Germany,195
3/3/2012,Dallas,India,63
3/3/2012,Dallas,Indonesia,262
3/3/2012,Dallas,Iran,234
3/3/2012,Dallas,Italy,136
3/3/2012,Dallas,Japan,30
3/3/2012,Dallas,Mexico,45
3/3/2012,Dallas,Netherlands,99
3/3/2012,Dallas,Poland,171
3/3/2012,Dallas,Russia,56
3/3/2012,Dallas,South Korea,293
3/3/2012,Dallas,Spain,124
3/3/2012,Dallas,Taiwan,91
3/3/2012,Dallas,Turkey,188
3/3/2012,Dallas,United Kingdom,251
3/3/2012,Denver,Australia,194
3/3/2012,Denver,Brazil,64
3/3/2012,Denver,Canada,223
3/3/2012,Denver,China,219
3/3/2012,Denver,France,211
3/3/2012,Denver,Germany,45
3/3/2012,Denver,India,181
3/3/2012,Denver,Indonesia,26
3/3/2012,Denver,Iran,44
3/3/2012,Denver,Italy,229
3/3/2012,Denver,Japan,105
3/3/2012,Denver,Mexico,285
3/3/2012,Denver,Netherlands,239
3/3/2012,Denver,Poland,61
3/3/2012,Denver,Russia,98
3/3/2012,Denver,South Korea,181
3/3/2012,Denver,Spain,174
3/3/2012,Denver,Taiwan,137
3/3/2012,Denver,Turkey,300
3/3/2012,Denver,United Kingdom,134
3/3/2012,Detroit,Australia,33
3/3/2012,Detroit,Brazil,250
3/3/2012,Detroit,Canada,261
3/3/2012,Detroit,China,154
3/3/2012,Detroit,France,232
3/3/2012,Detroit,Germany,258
3/3/2012,Detroit,India,200
3/3/2012,Detroit,Indonesia,233
3/3/2012,Detroit,Iran,31
3/3/2012,Detroit,Italy,82
3/3/2012,Detroit,Japan,121
3/3/2012,Detroit,Mexico,251
3/3/2012,Detroit,Netherlands,269
3/3/2012,Detroit,Poland,66
3/3/2012,Detroit,Russia,54
3/3/2012,Detroit,South Korea,124
3/3/2012,Detroit,Spain,236
3/3/2012,Detroit,Taiwan,287
3/3/2012,Detroit,Turkey,61
3/3/2012,Detroit,United Kingdom,192
3/3/2012,El Paso,Australia,33
3/3/2012,El Paso,Brazil,82
3/3/2012,El Paso,Canada,110
3/3/2012,El Paso,China,241
3/3/2012,El Paso,France,296
3/3/2012,El Paso,Germany,48
3/3/2012,El Paso,India,41
3/3/2012,El Paso,Indonesia,135
3/3/2012,El Paso,Iran,27
3/3/2012,El Paso,Italy,257
3/3/2012,El Paso,Japan,172
3/3/2012,El Paso,Mexico,29
3/3/2012,El Paso,Netherlands,57
3/3/2012,El Paso,Poland,74
3/3/2012,El Paso,Russia,217
3/3/2012,El Paso,South Korea,191
3/3/2012,El Paso,Spain,189
3/3/2012,El Paso,Taiwan,164
3/3/2012,El Paso,Turkey,161
3/3/2012,El Paso,United Kingdom,179
3/3/2012,Fort Worth,Australia,148
3/3/2012,Fort Worth,Brazil,86
3/3/2012,Fort Worth,Canada,42
3/3/2012,Fort Worth,China,188
3/3/2012,Fort Worth,France,31
3/3/2012,Fort Worth,Germany,148
3/3/2012,Fort Worth,India,249
3/3/2012,Fort Worth,Indonesia,35
3/3/2012,Fort Worth,Iran,109
3/3/2012,Fort Worth,Italy,156
3/3/2012,Fort Worth,Japan,99
3/3/2012,Fort Worth,Mexico,293
3/3/2012,Fort Worth,Netherlands,79
3/3/2012,Fort Worth,Poland,245
3/3/2012,Fort Worth,Russia,286
